,product_name,price,price_low,price_high,0-100 Kmph (sec),0-40 Kmph (sec),ABS,ARAI Mileage,Acceleration (0-100 Kmph),Additional Features,Additional Features Of Variant,Additional Storage,Adjustable Windscreen,Anti Theft Alarm,Artificial Exhaust Sound System,Battery Capacity,Battery Type,Battery Warranty,Bluetooth Connectivity,Body Graphics,Body Type,Boot Space,Brakes Front,Brakes Rear,Braking (60-0 Kmph),Braking Type,Call/SMS Alerts,Carry Hook,Carry hook,Central Locking,Charger Output,Charging At Charging Station,Charging At Home,Charging Network / Battery Swapping Network,Charging Point,Charging Station Locater,Charging Time(0-100%),Charging Time(0-80%),Claimed Range,Clock,Continious Power,Continuous Power,Cooling System,Cruise Control,DRLs,Display,Distance to Empty Indicator,Drive Type,Dry Weight,EBS,Electricity Consumed On Full Charge,Engine Kill Switch,External Speakers,Fast Charging,Fast Charging Time,Frame,Front Brake Diameter,Front Tyre Pressure (Rider),Fuel Gauge,Gear Box,Geo Fencing,Gradeability,Ground Clearance,Headlight,Height,Ignition,Instrument Console,Internet Connectivity,Kerb Weight,Keyless Ignition,LED Tail Lights,Length,Load Carrying Capacity,Low Battery Indicator,Max Torque,Mobile Application,Motor IP Rating,Motor Power (w),Motor Type,Motor Warranty,Music Control,Navigation,No. Of Batteries,OTA,Odometer,Operating System,Paddle,Pass Switch,Passenger Backrest,Passenger Footrest,Peak Power,Power Modes,Processor,Projector Headlights,Radial Tyre,Range (Eco Mode),Range (Normal Mode),Range (Sport Mode),Real Time Mileage Indicator,Rear Brake Diameter,Rear Tyre Pressure (Rider),Regenerative Braking,Removable Battery Weight,Reverse Assist,Riding Modes,Roadside Assistance,Saddle Height,Scooter Speed,Seat Type,Service Due Indicator,Speedometer,Starting,Stepup Seat,Suspension Front,Suspension Rear,Swappable Battery,Tachometer,Tail Light,Techometer,Top Speed,Torque (Motor),Torque (Wheel),Total Weight,Transmission,Tripmeter,Tubeless Tyre,Turn Signal Lamp,Tyre Size,USB Charging Port,Underseat storage,Water Proof Rating,Wheel Size,Wheelbase,Wheels Type,Width
135,Shema Zoom,"Rs.67,000*",67000.0,67000.0,,,,,,"Charger - 6 AMPS, Smart Charger","Charger - 6 AMPS, Smart Charger",,,,,48V / 25Ah,Lithium Ion,3 Years,,,Electric Bikes,,Drum,Drum,,,,Yes,Yes,,,,,,,,,,75 km,,,,,,,,,,53.18 kg,,,,,,,,,,,,,10 Degress,,LED,750 mm,,,,,,,1760 mm,150 kg,,,,,250,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Digital,Push Button Start,,Telescopic,Coil type,,,LED,,25 kmph,,,,Automatic,Digital,Tubeless,LED,Front :-3.00 - 16	Rear :-3.00 - 16,,,,"Front :-406.4 mm,Rear :-406.4 mm",,,640 mm
136,EeVe Atreo,"Rs.68,999*",68999.0,68999.0,,,,,,"IOT, EABS, Keyless Experience, Geo-Tagging","IOT, EABS, Keyless Experience, Geo-Tagging",,,,,72 V / 27 Ah,Lead Acid,,,,Electric Bikes,,Disc,Drum,,,,,,,,,,,Yes,,,,75-85 km/charge,,,,,,,Yes,,Hub Motor,,Yes,,,,,,Tubular,,,,,Yes,,,LED,1110 mm,,Digital,,101 kg,,,1810 mm,140 kg,Yes,,Yes,,250,BLDC,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Single,,Digital,Self Start Only,,Telescopic Hydraulic,,,,LED,,25 Kmph,,,,Automatic,Digital,Tubeless,LED,"Front :-90/100-10,	Rear :-90/100-10",Yes,,,"Front :-254 mm,Rear :-254 mm",1305 mm,Alloy,710 mm
137,EeVe Ahava,"Rs.62,499*",62499.0,62499.0,,,,,,"IOT, EABS, Keyless Experience, Geo-Tagging","IOT, EABS, Keyless Experience, Geo-Tagging",,,,,60 V / 27 Ah,Lead Acid,,,,Electric Bikes,,Disc,Drum,,,,,,,,,,,Yes,,,,60-70 km/charge,,,,,,,Yes,,Hub Motor,,Yes,,,,,,Tubular,,,,,Yes,,,LED,1100 mm,,Digital,,94 kg,,,1800 mm,140 kg,Yes,,Yes,,250,BLDC,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Single,,Digital,Self Start Only,,Telescopic Hydraulic,,Yes,,LED,,25 Kmph,,,,Automatic,Digital,Tubeless,LED,"Front :-90/100-10,	Rear :-90/100-10",Yes,,,"Front :-254 mm,Rear :-254 mm",1315 mm,Alloy,750 mm
138,Stella Automobili SA 2000,"Rs.86,000 - 94,000*",86000.0,94000.0,,,,,,,,,,Yes,,,Lithium Ion,2-3 Year,,Yes,Electric Bikes,,Disc,Drum,,,,Yes,Yes,,,No,No,,Yes,,,,60-70 km/charge,Yes,,,,,Yes,Yes,,Hub Motor,,,,,,,,,,,,,,,,LED,1100 mm,,Digital,,,,,1980 mm,150 kg,Yes,,,,250,BLDC,2 Year,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,Hydraulic Telescopic,,,,LED,,,,,,Automatic,Digital,Tubeless,LED,"Front :-3.00-10,	Rear :- 3.00-10",,,,"Front :-254 mm,Rear :-254 mm",,Alloy,710 mm
139,Birla DMG,Rs.2.37 - 3.05 Lakh*,237000.0,305000.0,,,,,,"Driving Modes - Drive, Sports, Parking, Reverse","Driving Modes - Drive, Sports, Parking, Reverse",,,Yes,,105 Ah,Lithium Ion,,,,Electric Bikes,,,,,Combi Brake System,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Digital,Push Button Start,,Hydraulic Telescopic Suspension with Mono Shocker,,,,LED,,,,,,Automatic,Digital,Tubeless,LED,,,,,,,Alloy,
140,Velev Motors VEV 01,"Rs.32,500*",32500.0,32500.0,,,,,,,,,,,,48 V/24 Ah,Sealed Lead Acid,,,,Electric Bikes,,Drum,Drum,,,,,,,,No,No,,,,,,75-80 km/charge,,,,,,,,,Hub Motor,,,,,,,,,,,,,,,,LED,,,Digital,,34 kg,,,,100 kg,,,,,250,BLDC,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Digital,Push Button Start,,,,,,LED,,25 kmph,,,,Automatic,Digital,,,,,,,,,Alloy,
141,SUPER ECO Super Eco T1,"Rs.56,772*",56772.0,56772.0,,,No,,,"SMART CHARGE 1.5 HOURS (OPTIONAL), MOBILE APP SUPPORT OPTIONAL, REGENERATIVE BREAKING SYSTEM,","SMART CHARGE 1.5 HOURS (OPTIONAL), MOBILE APP SUPPORT OPTIONAL, REGENERATIVE BREAKING SYSTEM,",Yes,,Yes,,60 V/21 Ah,Lithium-ion,,,,Electric Bikes,,Disc,Drum,,,,,,,,No,No,,Yes,,,,70 -80 km/charge,,,,,,Yes,,,Hub Motor,,,,,,,,Steel,,,Digital,,,,,LED,,,Digital,,,,,,,Yes,,,,800,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Single,,Digital,Self Start Only,,,,,,LED,,55 kmph,,,,Automatic,,Tubeless,LED,,,Yes,,,,Alloy,
142,Omega Seiki Mobility Omega Sharq,"Rs.75,600*",75600.0,75600.0,,,,,,"Controller - 12 Tube, R. Absorber - Spring Loaded Dampers, Speed Mode - 2, ICAT  Approval","Controller - 12 Tube, R. Absorber - Spring Loaded Dampers, Speed Mode - 2, ICAT  Approval",11.5 L,,Yes,,60 V / 29 Ah,Lithium-Ion,3 Years / 40000 km*,,,Electric Bikes,,Drum,Drum,,,,,,Yes,360 W,,,,,,,,70 -95 Km/charge,,,,,,Yes,Colored LCD,,,,,,,,,,,,,,,,16,170 mm,LED,1015 mm,,Digital,,,,,1815 mm,,,,,,250,BLDC Hub Motor,1 Years,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,Single,,Digital,Push Button Start,,Telescopic 31 mm,,,,LED,,25 kmph,,,,,Digital,,LED,Front :-3.00-10	Rear :-3.00-10,Yes,11.5 L,,"Front :-254 mm,Rear :-254 mm",1350 mm,Alloy,710 mm
143,One Moto Commuta,Rs.1.30 Lakh*,130000.0,130000.0,,,,,,,,,,,,60 V/27.5 Ah,Lithium-Ion,,,,Electric Bikes,,Disc,Drum,,,,,,,,,,,,,,,80 km/charge,Digital,,,,,,Yes,,Hub Motor,,,,,,,,,,,,,,,,LED,1150 mm,,Digital,,102 kg,,,1880 mm,150 kg,Yes,,,,2000,Brushless DC,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,,,,,LED,,55 kmph,,,,,Digital,Tubeless,LED,"Front :-3.50-10,	Rear :-3.50-10",,,,"Front :-254 mm,Rear :-254 mm",1400 mm,Alloy,680 mm
144,Shema Eagle,"Rs.71,000 - 1.02 Lakh*",71000.0,102000.0,,,,,,"Charger - 6 AMPS,","Charger - 6 AMPS,",,,,,"51.2 V, 31.2 Ah",Lithium Ion,3 years,,,Electric Bikes,,Disc,Drum,,,,,,,,,,,,,,,160 km/charge,,,,,,,,,Hub Motor,59.5 kg,,,,,,,,,,,,,10 Degree,,LED,780 mm,,,,,,,1820 mm,150 kg,,,,,250,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,Telescopic,Coil type,,,LED,,25 kmph,,,,Automatic,Digital,Tubeless,LED,Front :-3.00 - 10	Rear :-3.00 - 10,,,,"Front :-254 mm,Rear :-254 mm",,Alloy,720 mm
145,Birla JF,Rs.1.63 - 2.31 Lakh*,163000.0,231000.0,,,,,,"Driving Modes - Drive, Sports, Parking, Reverse","Driving Modes - Drive, Sports, Parking, Reverse",,,Yes,,105 Ah,Lithium Ion,,,,Electric Bikes,,,,,Combi Brake System,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,Digital,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,Yes,,,,Split,,Digital,Push Button Start,,Hydraulic Telescopic Suspension with Mono Shocker,,,,LED,,,,,,Automatic,Digital,Tubeless,LED,,,,,,,Alloy,
146,Earth Energy EV Evolve Z,Rs.1.30 Lakh*,130000.0,130000.0,,,,,,"Ride Stats, Live Location, Vehicle Tracking, Theft Protection","Ride Stats, Live Location, Vehicle Tracking, Theft Protection",,,Yes,,96 Ah,Lithium Ion,,,Yes,"Electric Bikes, Sports Bikes",,Disc,Disc,,,,,,,,No,No,,Yes,,,40 min,100 km/charge,,,,,,,Yes,,Chain Drive,,,,,,Yes,,,,,,,,15 °,,LED,,,Digital,,,,,,,,56 Nm,Yes,,,,,,,,,,,,,,,7.2 PS,,,,,,,,,,,,,,,,,,Split,,Digital,Push Button Start,,,,,,LED,,95 kmph,,,,,Digital,,LED,,,,,,,Alloy,
147,Cyborg Bob-e,"Rs.94,999*",94999.0,94999.0,,3s,,,,"USB charger, Swappable battery, Digital cluster, Urban Mode ( Reverse Mode, Parking Mode, Eco Mode, Drive Mode, Sports Mode ), 15amp Fast Charger, Touch-Safe, Easily Portable, Weather Proof, Display & Touch screen( IP 65)","USB charger, Swappable battery, Digital cluster, Urban Mode ( Reverse Mode, Parking Mode, Eco Mode, Drive Mode, Sports Mode ), 15amp Fast Charger, Touch-Safe, Easily Portable, Weather Proof, Display & Touch screen( IP 65)",,,Yes,,72 V/2.88 kWH,BMS Battery,5 YEARS,Bluetooth,,Electric Bikes,,Disc,Disc,,Combine Braking System,,,,,,,,,Yes,,,,110 km/charge,,,,,,,LED,,Hub Drive,,Yes,,,,,,,,,,,Yes,,260 mm,LED,970 mm,,Digital,,,,,1800 mm,150 kg,Yes,,,,8500,BLDC,3 YEARS,,,,,,,,Yes,,,,,,,,110 km/charge,,,,,,,,,,,,,Single,,,Push Button Start,,Telescopic  Front Fork,Mono,,,LED,,85 kmph,,,,Automatic,,Tubeless,LED,"Front :-120/70-12,	Rear :-120/70-12",,,,"Front :-304.8 mm,Rear :-304.8 mm",1240 mm,Alloy,780 mm
148,Hero Electric Atria,"Rs.77,690*",77690.0,77690.0,,,,,,Walk Assist,Walk Assist,,,,,51.2 V/30 Ah,Li-ion,,,,Electric Bikes,,Drum,Drum,,Combi Brake System,,,,,,,,,,,,,85 km/charge,Yes,,,,Yes,Yes,Yes,,Hub Motor,,,,,,,,,,,,,,,,LED,,,Digital,,,,,,,,,,,250,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,Telescopic,,,,LED,,25 kmph,,,,Automatic,,Tubeless,LED,,,,,"Front :-304.8 mm,Rear :-304.8 mm",,Alloy,
149,Jitendra JMT 1000 3K,"Rs.84,417*",84417.0,84417.0,,,,,,"3 Speed Mode, Detachable battery, Find my Scooter","3 Speed Mode, Detachable battery, Find my Scooter",,,Yes,,3.120 Kwh,Lithium Ion,2+1 Years,Bluetooth,,Electric Bikes,,Disc,Drum,,,,Yes,Yes,Yes,,,,,Yes,,,,126 km/charge,,,,,,Yes,Yes,,Hub Motor,,,,,,,,Tubular,,,,,,7 Degree,175 mm,LED,1100 mm,,,,90 kg,Yes,,1880 mm,150 kg,,,,IP 65,1000,BLDC,3 Yearrs,,,2,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Split,,Digital,"Remote Start,Push Button Start",,Telescopic,Spring loaded Hydraulic,Yes,,LED,,51.93 kmph,,,250 kg,Automatic,Digital,Tubeless,LED,Front :-90/90-10	Rear :-90/90-10,Yes,,,"Front :-254 mm,Rear :-254 mm",1412 mm,Alloy,680 mm
150,Crayon Zeez,"Rs.48,000 - 58,000*",48000.0,58000.0,,,No,,,Geo Tagging,Geo Tagging,Yes,,,,60 V,Lithium-ion,,,Yes,Electric Bikes,,Disc,Disc,,,,,,Yes,,No,No,,Yes,,,,,Yes,,,,,,,,Hub Motor,,Yes,,,,,,,,,,,,,,LED,1100 mm,,Digital,,,,,1830 mm,150 kg,Yes,,,,250,BLDC,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,Self Start Only,,,,,,LED,,25 kmph,,,,Automatic,Digital,Tubeless,LED,Front :-3.00-10	Rear :-3.00-10,,Yes,,"Front :-254 mm,Rear :-254 mm",,Alloy,710 mm
151,Prevail Electric Elite,Rs.1.30 Lakh*,130000.0,130000.0,,,,,,"Swappable batteries, Auto Repair Button, (Charge voltage 60V/72V), (Input-110V/220V50-60HZ), (Five speed change S-D-L-R-P), Anti Theft Locking System, Keyless Entry, Child Lock","Swappable batteries, Auto Repair Button, (Charge voltage 60V/72V), (Input-110V/220V50-60HZ), (Five speed change S-D-L-R-P), Anti Theft Locking System, Keyless Entry, Child Lock",,,,,,Lithium-ion,,Bluetooth,,Electric Bikes,,Disc,Disc,,,,,,,,,,,Yes,,,,220 km/charge,,,,,,,LCD Digital screen,,,80 kg,,,,,,,"High-tensile Steel , Aluminum alloy wheel hub",,,,,,30°,,LED,,,Digital,,,,,,200 kg,,,,,1000,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Single,,,Push Button Start,,Hydraulic damping,,,,LED,,80 kmph,,,,,,,LED,Front :-3.5-12	Rear :-3.5-12,,,,,,Alloy,
152,Birla XL,Rs.1.52 Lakh*,152000.0,152000.0,,,,,,ICAT Approval - Yes,ICAT Approval - Yes,Yes,,Yes,,,Lithium Ion,,,,Electric Bikes,Yes,Disc,Disc,,,,,,Yes,5 Amp,,,,,,,,,,,,,,,,,Hub Motor,,,,,,,,,,,,,,,,LED,,,Digital,,,,,2100 mm,,,,,,,BLDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Split,,Digital,Push Button Start,,Hydraulic,Hydraulic,Yes,,LED,,,,,,Automatic,Digital,Tubeless,LED,Front :-120/70-12	Rear :-120/70-12,Yes,Yes,,"Front :-304.8 mm,Rear :-304.8 mm",,Alloy,800 mm
153,BattRE Electric gps:ie,"Rs.73,900*",73900.0,73900.0,,,,,,"Battery Life -2000 Cycles, EBS, ReGen Braking, Remote Immobilization, Driver Behaviour Report, Trip Report, Secure Park, Device Management, Device Status Alert, Tow Alert, Crash Alert, Speeding Alert","Battery Life -2000 Cycles, EBS, ReGen Braking, Remote Immobilization, Driver Behaviour Report, Trip Report, Secure Park, Device Management, Device Status Alert, Tow Alert, Crash Alert, Speeding Alert",Yes,,Yes,,48 V / 24 Ah,Lithium Ion,,,,Electric Bikes,,Disc,Disc,,,,,,,,No,No,,Yes,,,,65 km/charge,Yes,,,,,,Yes,,Hub Motor,,,,,,,,,220 mm,,,,Yes,,160 mm,LED,1120 mm,,,Yes,60 kg,Yes,,1820 mm,,,,Yes,,,BLDC,,,Yes,,,Digital,,,,Yes,Yes,,,,,,,,,,220 mm,,,,Yes,,,,,Single,,Digital,"Remote Start,Push Button Start",,Fork Type Hydrolic,Adjustable Hydrolic Coilover,,,Bulb,,,,,,Automatic,Digital,Tubeless,Bulb,"Front :-3.00-10,	Rear :-3.00-10",Yes,Yes,,"Front :-254 mm,Rear :-254 mm",,Sheet Matel,520 mm
154,Benling Falcon,"Rs.69,540*",69540.0,69540.0,,1.2s,,,,"Smart Breakdown Maintenance Status, Smart Parking Assistance, Integrated Locking System, Regenerative Braking System, LED Turn Signals Placed in Handlebar, 72 V Smart Controller","Smart Breakdown Maintenance Status, Smart Parking Assistance, Integrated Locking System, Regenerative Braking System, LED Turn Signals Placed in Handlebar, 72 V Smart Controller",,,Yes,,60 V / 30 Ah,Lithium-ion,,,,Electric Bikes,,Drum,Disc,,,,Yes,Yes,,,No,No,,Yes,,,,70-75 km/charge,,,,,,Yes,Yes,,Hub Motor,,,,,,,,,,,,,,8 Degree,165 mm,LED,1100 mm,,Digital,,,,,1790 mm,248 kg,,,,,250,BLDC,,,,,,,,,Yes,,Yes,,,,,,70-75 km/charge,,65-70 km/charge,,,,,,,Yes,,,,Single,,Digital,"Remote Start,Push Button Start",,Telescopic,Telescopic,Yes,,LED,,25 kmph,,,,Automatic,Digital,Tubeless,LED,Front :-90/90-10	Rear :-90/90-10,Yes,,,"Front :-254 mm,Rear :-254 mm",,Alloy,740 mm
155,Ujaas eGo Li,"Rs.50,880 - 53,880*",50880.0,53880.0,,,,,,"Wheel Locking Mechanism, Find my Scooter","Wheel Locking Mechanism, Find my Scooter",,,Yes,,60 V/ 26 Ah,Lithium Ion,,,,Electric Bikes,,Drum,Drum,,,,,,,,No,No,,Yes,,,,75 km/charge,,,,,,,Yes,,Hub Motor,,,,,,,,,,,,,,,,LED,,,Digital,,,,Yes,,,Yes,,,,250,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,Single,,Digital,"Remote Start,Push Button Start",,Telescopic,Hydraulic,,,LED,,,,,,Automatic,Digital,Tubeless,LED,"Front :-3.10-10,	Rear :-3.10-10",,,,"Front :-254 mm,Rear :-254 mm",,Alloy,
156,GT Drive Plus,Rs.1.03 Lakh*,103000.0,103000.0,,,,,,"E-ABS, I-CAT, Parking Mode","E-ABS, I-CAT, Parking Mode",Yes,,Yes,,60 V / 42 Ah,Lithium Ion,3 Years,,,Electric Bikes,,Drum,Drum,,,,Yes,Yes,Yes,,,,,Yes,,,,100-110 km/charge,,,,,Yes,,,,Hub Motor,,,,,,,,High Strength Tubular Frame,,,,,,15 Degree,180 mm,LED,1070 mm,,,,88 kg,,,1870 mm,160 kg,Yes,,,,1200,BLDC,36 Months,,,1,,,,,,,,,,,,,100-110 km/charge,80-90 km/charge,65-70 km/charge,,,,,,Yes,Yes,,780 mm,high,Single,,Digital,Push Button Start,,Hydraulic Telescopic,Double Shocker With Dual Tube Technology,,,LED,,55-60 kmph,,,,Automatic,Digital,Tubeless,LED,Front :-3.00 - 10	Rear :-3.00 - 10,Yes,Yes,,"Front :-254 mm,Rear :-254 mm",,Alloy,700 mm
157,BattRE Electric Storie,"Rs.89,600*",89600.0,89600.0,,,,,,,,,,,,3.1 kWh,,,Bluetooth,,Electric Bikes,,,,,,Yes,,,,,,,,,Yes,,,132 km/charge,,,,,,,,Yes,,,,,,,,,,,,,,,,,LED,,,TFT,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Single,,Digital,Push Button Start,,,,,,LED,,,,,,Automatic,Digital,Tubeless,LED,,,,,,,Alloy,
158,Gemopai Ryder,"Rs.60,000 - 84,302*",60000.0,84302.0,,,,,,Keyless Entry,Keyless Entry,,,,,48 V / 40 Ah,Lithium-ion,,,,Electric Bikes,,Disc,Drum,,,,,,,,,,,Yes,,,,90-120 km/charge,,,,,,Yes,Yes,,,,,,,,,,,,,,,,15°,,LED,1060 mm,,Digital,,,,,1800 mm,150 kg,,,,,250,Brushless Motor,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,Hydraulic,Hydraulic,Yes,,LED,,25 kmph,,,,Automatic,Digital,Tubeless,LED,Front :-90-100/10	Rear :-90-100/10,Yes,,,"Front :-254 mm,Rear :-254 mm",,Alloy,650 mm
159,Viertric Mist,"Rs.72,000*",72000.0,72000.0,,,,,,,,,,,,48 V/26 Ah,Lithium Ion,3 Years,,,Electric Bikes,,Drum,Drum,,,,,,,,,,,,,,,60-70 km/charge,,,,,,,Yes,,,,,,,,,,,,,,,,,,LED,,,Digital,,,,,,150-200 kg,,,,,250,BLDC,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,,,,,LED,,42-57 kmph,,,,,,Tubeless,LED,"Front :-3.00-10,	Rear :- 3.00-10",,,,"Front :-254 mm,Rear :-254 mm",,Alloy,
160,Okaya Faast F2F,"Rs.83,999*",83999.0,83999.0,,,,,,"Battery Position - Underseat VT, Drive Mode - Eco, City & Sports, Cluster - Digital, Wheels Lock, Parking Mode - With Lever, Energy - 2.2 KWh","Battery Position - Underseat VT, Drive Mode - Eco, City & Sports, Cluster - Digital, Wheels Lock, Parking Mode - With Lever, Energy - 2.2 KWh",,,,,60 V / 36 Ah,LFP,,,,Electric Bikes,,Drum,Drum,,Combi Brake System,,,,,,,,,,,,,70-80 km/charge,,,,,,Yes,Digital,,Hub Motor,,Yes,,,,Yes,,,130 mm,,,,,,,LED,,,Digital,,,,,,,Yes,,,,800,BLDC,,,,1,,,,,,,Yes,,,,,,,,,,110 mm,,,,Yes,,,,,Single,,Digital,"Remote Start,Push Button Start",,Telescopic,Spring Loaded hydraulic Shock Absorber,,,LED,,45-55 kmph,,,,Automatic,Digital,Tubeless,LED,,,,IP67,"Front :-254 mm,Rear :-254 mm",,Steel Wheels,
161,Birla Electro,"Rs.76,109 - 1.10 Lakh*",76109.0,110000.00000000001,,,,,,ICAT Approval - Yes,ICAT Approval - Yes,Yes,,Yes,,35 Ah,Lithium Ion,,,,Electric Bikes,Yes,Disc,Disc,,,,,,Yes,5 Amp,,,,,,,,,,,,,,,,,Hub Motor,,,,,,,,,,,,,,,,,,,Digital,,,,,1720 mm,,,,,,,BLDC,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,Hydraulic,Hydraulic,Yes,,,,,,,,Automatic,Digital,Tubeless,,Front :-3.00-10	Rear :-3.00-10,Yes,Yes,,"Front :-254 mm,Rear :-254 mm",,Alloy,480 mm
162,Birla V6,Rs.1.60 - 2.28 Lakh*,160000.0,227999.99999999997,,,,,,"Driving Modes - Drive, Sports, Parking, Reverse","Driving Modes - Drive, Sports, Parking, Reverse",,,Yes,,105 Ah,Lithium Ion,,,,Electric Bikes,,,,,Combi Brake System,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,Digital,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,"Sports,Yes",,,,Split,,Digital,Push Button Start,,Hydraulic Telescopic Suspension with Mono Shocker,,,,LED,,,,,,Automatic,Digital,Tubeless,LED,,,,,,,Alloy,
163,Komaki XGT CAT 2.0,"Rs.96,207 - 1.02 Lakh*",96207.0,102000.0,,,,,,"Convertible Seats, Helmet + Battery Space, Emergency Repair Switch, BIS Wheels Enhance Stability, Anti Theft Lock, Multiple Sensor, Self Diagnosis, Wireless Updatable Features, VIVID Smart Dash, Smart BMS","Convertible Seats, Helmet + Battery Space, Emergency Repair Switch, BIS Wheels Enhance Stability, Anti Theft Lock, Multiple Sensor, Self Diagnosis, Wireless Updatable Features, VIVID Smart Dash, Smart BMS",,,,,72 V / 31 Ah,Lithium Ion,,,,"Electric Bikes, Moped Bikes",,,,,Synchronized Braking System,,,,,,,,,,,,,95-100 km/charge,,,,,,,Yes,,,,,,,,,,,,,,,,,,LED,,,Digital,,,,,,350 Kg,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Single,,Digital,Push Button Start,,,,,,LED,,,,,,Automatic,Digital,Tubeless,LED,,,,,,,,
164,Deltic Legion,"Rs.62,490 - 88,990*",62490.0,88990.0,,,,,,"Keyless Start and Stop, Find My Bike, Bettery Weight -","Keyless Start and Stop, Find My Bike, Bettery Weight -",,,Yes,,60.8 V / 30 Ah,Lithium-Ion,3 Years,,,Electric Bikes,,Disc,Drum,,,,,,Yes,60 V / 4 A Micro Charger With Auto Cut,,,,,,,,70 -100 km/charge,,,,,,Yes,Yes,,Hub Motor,,,,,,,,,,,,,,7 Degree,180 mm,LED,1040 mm,,Digital,,59 kg Withoit Bettery,,,1800 mm,,,,,,250,BLDC,1 Years,,,1,,,,,,,Yes,,,,Yes,,,,,,,,,,Yes,,,,,Single,,Digital,"Remote Start,Push Button Start",,Hydraulic Suspension (Telescopic Type),Hydraulic Spring (Monoshock),,,LED,,25 Kmph,,,,Automatic,,Tubeless,LED,Front :-90/90 - 12	Rear :-90/100 - 12,Yes,,,"Front :-304.8 mm,Rear :-304.8 mm",,Alloy,720 mm
165,Thunderbolt Electra,"Rs.79,999*",79999.0,79999.0,,,,,,,,,,,,2.4 Kw,Lithium-Ion,,,,Electric Bikes,,Disc,Disc,,,,,,,60 V With LES,,,,,,,,110 - 120 km/charge,,,,,,,Yes,,,,,,,,,,,240 mm,,,,,,215 mm,LED,1140 mm,,Digital,,,,,1875 mm,150 kg,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,240 mm,,,,,,,,,Single,,Digital,,,Upside down Forks,Monoshock (Adjustable),,,LED,,55 Kmph,,,,,,,LED,Front :-90/90-12	Rear :-90/90-12,,,,"Front :-304.8 mm,Rear :-304.8 mm",1350 mm,Alloy,740 mm
166,Gemopai Ryder SuperMax,"Rs.79,999*",79999.0,79999.0,,,,,,"E-ABS, Charging Alert, Live Vehicle Tracking, Battery Health Alert, Speed Alert, SOS, SOC Monitoring, Track Riding Patterns","E-ABS, Charging Alert, Live Vehicle Tracking, Battery Health Alert, Speed Alert, SOS, SOC Monitoring, Track Riding Patterns",,,Yes,,60 V / 30 Ah,Lithium Ion,3 Years,Bluetooth,Yes,Electric Bikes,,Disc,Drum,,,,,,,360 W,,,,Yes,,,,100 km/charge,,1600 W,1600 W,,,Yes,Yes,,Hub Motor,,,,,,,,,,,,,,20°,160 mm,LED,1060 mm,,Digital,,80 kg,,,1800 mm,150 kg,Yes,,Yes,,2700,BLDC,,,,,,Digital,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Single,Yes,Digital,Push Button Start,,Telescopic,Hydraulic Spring,Yes,,LED,,60 kmph,,,230 kg,,Digital,Tubeless,LED,"Front :-90/100-10,	Rear :- 90/100-10",,,,"Front :-254 mm,Rear :-254 mm",,Alloy,650 mm
